,GSM107412,GSM107413,GSM107414,GSM107415,GSM107416,GSM107417,GSM107418,GSM107419,GSM107420,GSM107421,GSM107422,GSM107423,GSM107424,GSM107425,GSM107426,GSM107427,GSM107428,GSM107429,GSM107430,GSM107431,GSM107432,GSM107433,GSM107434,GSM107435
Klrg1,28.4,30,12.3,11.9,48.3,41.1,39.8,9.4,22.4,49.5,13.5,19.1,16.3,25.5,20.1,10,15.1,26.1,20.8,13.5,34.6,13.6,32,103.7
Klrk1,477.3,443.9,367.1,368.2,499.8,306.3,310.4,282.7,451.2,422.2,420.4,391.5,435,182.6,252.5,330.1,451.1,547.1,444.6,412.7,342.7,404.8,187.8,384.2
Kmo,184.5,215.1,193,134.7,314.4,225.9,142.7,114.3,353.7,254.1,175.7,385.2,253.6,268.8,213.6,209.2,126,396.2,329.2,273.8,330,260,454,308.1
Kng1,250.4,229.85,263.35,151.05,316.65,239.8,218.35,180.95,410.9,105.55,237.45,278.1,69.1,182.4,256.2,173.9,191.25,301.7,226.15,285.1,156.35,215.4,308.05,278.55
Kng1l1,144.3,124,126.3,97.9,213.5,126.8,155.1,147.7,278.2,91.5,177.3,148,26,40.5,165.7,168.8,290.8,306,190.4,159.2,53.7,150.3,336,261.6
Kng2,86.55,90.6,84.9,58.3,144.05,95.05,88.85,83.3,232.75,61.35,161.9,117.35,48.35,36.5,116.9,98.7,175.85,204.2,127.45,159.65,43.3,148.1,202.05,151.85
Kpnb1,438.6,527.4,615.1,699.2,584,621.8,539.9,642.1,437.1,338.9,333.8,345.4,405,269.7,297.1,433.8,425.9,193.7,242.5,201.1,152.9,281.5,230,282.8
Kras,682.4,850.2,919,666.7,574.7,477.5,557.6,581,676.5,408,689.8,849.5,600.2,411.3,578.2,549.4,935.5,649,655.8,518.2,263.3,467.1,771.3,635.8
Krt1,100,121.3,108.6,208.7,190.1,186.1,229,241.3,60.5,175.3,57.8,123.9,71.7,40.4,62.5,159,73.7,127.3,168,130.7,95.7,70.3,123.9,237.5
Krt10,213,210.5,191.6,218.65,190.65,169.75,154.9,163.3,168.9,189.7,194,222.9,182.55,148.2,298.95,148.45,177.1,156.1,170.45,138.65,72.8,155.2,151.25,98.45
Krt14,104.5,211.1,364.9,186.8,327.7,247.6,238,166.3,390.8,290.3,489.9,427.1,334.8,221,238,275.5,389.9,554.8,494.9,383.6,467.5,316,550.6,328.6
Krt18,68.25,45.2,95.75,53.25,137.4,110,85.8,69.1,97.1,81.4,83.15,79.45,96.4,84.2,63.45,90.2,87.85,188.2,105.2,155.8,99.35,131.5,158.1,96.8
Krt19,47.9,98.6,76.6,21.35,164.9,87.75,88,60.15,33.95,40,134.3,42.1,84.7,140.8,103.9,48.85,47,98.65,102.65,123.8,104.25,77.65,224.45,40.9
Krt20,103.1,146.2,84.7,84.4,151,34.9,14.8,28.4,155.4,80.1,116.4,110.5,100.3,123.4,71.2,51.8,70.3,53.3,50.3,79.8,49.2,26.4,135,45.6
Krt31,106.75,104.55,114.35,91.7,157.35,114.85,30.65,49.3,127.6,43,77.45,99.85,123.4,111.7,100.35,139.5,98.7,133.3,110.75,171.85,87.4,182.05,212.1,160.6
Krt33a,106.75,104.55,114.35,91.7,157.35,114.85,30.65,49.3,127.6,43,77.45,99.85,123.4,111.7,100.35,139.5,98.7,133.3,110.75,171.85,87.4,182.05,212.1,160.6
Krt33b,106.75,104.55,114.35,91.7,157.35,114.85,30.65,49.3,127.6,43,77.45,99.85,123.4,111.7,100.35,139.5,98.7,133.3,110.75,171.85,87.4,182.05,212.1,160.6
Krt34,106.75,104.55,114.35,91.7,157.35,114.85,30.65,49.3,127.6,43,77.45,99.85,123.4,111.7,100.35,139.5,98.7,133.3,110.75,171.85,87.4,182.05,212.1,160.6
Krt36,94.7,170.3,143.5,66.2,207,67,52.7,90,177.7,112.1,128.5,142.2,124.7,156.4,81.1,99.6,145,150.3,167.8,145.9,161.7,152.2,223.8,134.9
Krt4,74.9,105,52.6,45.4,190.3,41.2,44.4,42.5,109,65.5,118.7,67.9,66.5,79.1,47.3,35.5,74.4,65,79,58.1,68.7,79.6,104,106.1
Krt5,15.5,45.5,42.2,11.2,43.1,8.7,9.5,67.7,76.8,18.6,25.5,32.6,30,17.8,31.4,34.2,43.5,30.1,40.8,119,40.2,65.5,53.9,49.3
Krt8,18.6,36,24.1,60,146.6,55.9,68.4,42.7,94.6,41.4,31.1,47.3,26.3,29.2,13,49.1,35.9,63.2,32.1,80.1,90.3,78.6,92.2,70.6
Krtap1-1,48.5,90.1,79.3,31,100.6,55.3,80,31,92,40.1,32.5,71.1,58.9,24.4,64.2,54,54.1,32.4,82.2,133.4,200.3,70.7,173.4,71.4
Krtap1-5,139.6,203.8,239.7,157.9,73,59.2,85.7,101.9,128.2,161.7,135.6,112.6,179.9,91.7,33.4,117.9,234.7,57,158.8,91.5,179.3,163.1,76,169.2
Krtcap2,1679.4,1555.7,1650.9,1377.2,1192.4,1552.3,1522.4,1583.7,2185.6,1882.5,1415.4,1599.5,1917.2,1765.9,1819.7,1419.9,1412.7,1416.6,1353.7,1329.5,1838,1887.9,2136.1,1518.6
Kti12,975.4,738.4,1174.2,1000.7,1359.6,745.7,842.7,1067.1,1101.5,724.8,783.3,869.2,768.9,692.6,800.7,508.3,839.1,1129.8,1171.1,903.5,981.1,934.3,833.3,825.5
Kxd1,772.1,644.85,777.15,658.3,667.95,611.15,641.8,768.1,825.9,792.6,754.7,652.3,564.25,581.1,466.3,723.95,838.9,856.6,693.75,1008.9,778.75,770.2,685.1,627.15
Kyat1,1558,1694,1554.5,1737.7,1703.1,1141.3,1349.4,1406.3,1216.4,1721.6,845.3,1388.3,1164,1384.7,707.1,1098.6,2127.6,1918.1,2018.3,2181,1711.8,1358.9,1205.7,1637.9
Kynu,125,163.4,111.2,48.3,65.8,161.1,96.9,95.6,257.6,120.5,272.7,183.4,207.2,149.2,82.9,181.5,228.4,309.6,289.1,245.7,143.5,162.1,299.6,224.6
L1cam,625,684.6,668.6,714.3,858.8,549.6,386.1,592.5,1193.5,706.3,621.5,941.6,676.7,577.7,609.5,679.9,608.5,903.2,1053.7,953.4,595.4,697.9,661.3,587.5
L3hypdh,203.9,278.8,176.7,196,310,137.2,249.2,139.5,171.5,184.8,352.4,208.4,425,241.3,301.7,139.6,313.5,161.5,264.4,36.4,463.5,407.3,137.8,197.5
L3mbtl3,86.6,52.5,106.3,114,120.2,72.6,21.7,24.3,178,77.5,26.4,117.6,72.6,115.4,52.2,54.9,121.9,138.3,125.3,152.9,114,149.1,215.6,143.3
Loc100125366,35347.5,36292.1,35078.5,34109.7,32372.8,31869.6,32774.4,31428.5,37641.9,38609.9,27116.5,39075.9,38010.2,46658.5,35202.1,44720.6,34930.5,41566.6,34515.9,40156.3,49408.1,41146.8,44653.5,45074
Loc100134871,37933.2,38282.3,43186.6,45026.9,37049.6,44716.6,44123.5,43839.4,43582.4,39159.1,66332.5,49037.8,43924.3,51209.3,73900.7,38471.5,37073,43722.7,30556.7,35009.4,33381.2,30020.4,23070.9,33700.2
Loc100151767,255.1,285.3,271.5,280,418.4,406.5,311.7,370.2,269.2,216.9,251.7,237.4,287.3,258.7,226.5,190.2,249.9,243,203,219.8,215.6,240.7,241.1,168.3
Loc100233176,658.7,717.6,744.4,705.9,477.7,696.6,604.9,559.6,649.8,531.8,1259.7,644.6,434.1,614.1,808.8,447.7,448.5,438.2,408.6,406.9,427.4,578,464.4,289.9
Loc100233206,3727.9,3229.5,4789.7,4665.4,3727.8,4205.3,5220.3,4150.3,4424.3,2556.3,8226.1,3601.6,5410.4,3893.6,6322.5,5379.2,1736.9,1920.6,983.7,1720.2,1852.6,2355.2,2262,3257.8
Loc100302372,383.95,257.65,451.75,470.5,416.45,544.05,530.25,430.35,460.2,365.05,398.7,325.95,372.7,334.8,522.6,499.45,305.2,375.7,420.35,390.95,376.7,404.85,337.75,444.85
Loc100359493,5618.2,7681.8,4396.7,7181.4,4993.2,5433.5,10044.7,5028.4,6102.8,9084,5292,6608.8,5961,7617.5,4144.6,5637.3,6618.6,7297.5,7295.5,7944.8,6231.9,5830.2,5855.3,5956.2
Loc100359496,5618.2,7681.8,4396.7,7181.4,4993.2,5433.5,10044.7,5028.4,6102.8,9084,5292,6608.8,5961,7617.5,4144.6,5637.3,6618.6,7297.5,7295.5,7944.8,6231.9,5830.2,5855.3,5956.2
Loc100359498,8862,8259.4,8364.8,9012.8,8016.8,9148.3,15123.2,8959,8050.8,10565.4,10596,10945.9,11635.7,12245.7,11594,11820.1,9335.3,8272.5,7858.2,8533,10944.1,11902.3,10013.3,13041.9
Loc100359515,153.966666666667,140.966666666667,209.466666666667,132.7,229.733333333333,128.2,87.8333333333333,98.5666666666667,213.7,139.533333333333,150.466666666667,173.566666666667,197.466666666667,158.066666666667,120.166666666667,174.666666666667,201.7,220.2,260.966666666667,238.433333333333,153.5,171.266666666667,215.133333333333,196.333333333333
Loc100359583,7996.9,9449.6,9420.4,10614.1,6470.9,9235.9,12920.4,9418.9,8526.3,10355.2,13164.8,10308.1,10750.8,9074.1,9028.3,10043,8218.3,6888.8,7314,7232.7,7375.2,8723.3,7391.8,7766.8
Loc100359636,8862,8259.4,8364.8,9012.8,8016.8,9148.3,15123.2,8959,8050.8,10565.4,10596,10945.9,11635.7,12245.7,11594,11820.1,9335.3,8272.5,7858.2,8533,10944.1,11902.3,10013.3,13041.9
Loc100359668,5967.95,5780.1,5727.9,5567.9,5672.2,6470.75,6244.05,9191.9,5373.3,6608.35,4089.5,5955.85,7079.75,7716.8,5397.75,5842.8,6617.35,6160.45,6822.65,7114.35,9041.85,7359.55,10031.7,7293.1
Loc100359692,24.5,82.3,154.5,20.7,171.2,35.7,28.6,32.3,149.2,24.5,33.4,41.2,36.1,99.4,15.9,24.2,25.5,49.9,44.2,35.1,81,37.4,199.8,48.6
Loc100359825,8862,8259.4,8364.8,9012.8,8016.8,9148.3,15123.2,8959,8050.8,10565.4,10596,10945.9,11635.7,12245.7,11594,11820.1,9335.3,8272.5,7858.2,8533,10944.1,11902.3,10013.3,13041.9
Loc100359876,5865.2,6070.3,6356.2,5992.2,6616.7,5353.1,7248.6,6050.6,7562.3,6929.7,7318.7,5782.2,5997.7,7386.7,6188.2,7283.3,7072.3,7566.7,6755.2,6365.9,5738.3,7305.2,6599.5,7126.9
Loc100359916,5458,5541.7,4636.1,4576.6,4717.7,6113.9,4849.6,5054.5,4526.3,4794.9,3773.4,5123.6,4918.6,4374,3498.1,4682.9,3306.2,3850.9,3923.2,3648.6,3516.9,3743.1,4358.1,3899.6
Loc100359928,4961.75,3599.3,4154,4399.8,4895.05,4840.75,5510.35,5214.75,4495.65,4922,4311.8,4263.55,4751.05,4617.45,4649.05,4928.45,5377.1,5703.7,5261.05,5454.7,6219.2,6040.55,4608.55,5117.45
Loc100359937,4841.8,3826.8,4302.5,5226.9,4284.6,4843.8,6270.2,5735.4,5143.9,5687.2,6728.6,5319.9,5300.1,6160.2,4805.4,5256.8,5702.6,4851.3,4756.1,4668.5,5128.5,5421.7,4002.6,5642.1
Loc100359969,11895.65,12107.75,12524.6,14603.2,11556.4,13625.9,13465.95,12822.6,13672.7,13068.75,8953.1,11180.9,13462.35,14795,13717.3,16083.9,12994.9,14041.25,12664.25,14757.7,21815.95,20440.8,18592.2,19324.7
Loc100360087,5967.95,5780.1,5727.9,5567.9,5672.2,6470.75,6244.05,9191.9,5373.3,6608.35,4089.5,5955.85,7079.75,7716.8,5397.75,5842.8,6617.35,6160.45,6822.65,7114.35,9041.85,7359.55,10031.7,7293.1
Loc100360117,11131.8333333333,11168.7666666667,11630.7333333333,12075.5,11859.5,12594.6,14837.6333333333,12073.9333333333,13053.4666666667,11651.2333333333,9153.73333333333,11191,13963.1,16651.3666666667,12818.6333333333,14464.2666666667,12338,13204.0666666667,11402.0666666667,12782.3333333333,18835.8333333333,19840.1666666667,19128.3,18068.3333333333
Loc100360320,107,104.4,141,64,74.1,31.7,32,127,295.5,59.5,72.6,65.6,67.3,71.5,29.2,97.8,342.6,140.4,181.5,231.1,228.1,116.7,209.4,179.1
Loc100360449,21868.95,23638.8,20309.3,23586.25,22161.5,27352.25,25108.35,23107.2,29783.95,24833.85,27669.75,26535.35,28030.8,32747.85,35747.5,24738.4,23781.3,25880.3,21424.9,23727.85,32852.05,31055.9,29028.45,29078.75
Loc100360491,6393.4,7086.2,6811.9,7135.1,6787.3,7125.1,9269.7,7135,6963.9,7219.5,6254.8,6827.9,6929.8,4888.7,6872.3,7260.1,6852.6,6544.5,7127.6,5470.8,10017.9,9449.6,9251.3,8857.3
Loc100360499,1970.3,4833.85,5025.75,6660.35,3694.7,4607.9,6627.95,6276,2513.45,6490.25,9265.9,7187.3,3941.75,3849.55,5836.9,7053.55,6914,6797.6,5793.1,5404.5,4561.05,4549.4,3786.65,5699.15
Loc100360507,2675.4,2213.4,1881.95,2928.8,3799.05,4510.1,5709.55,2898.85,1181.9,1904.7,1331.7,1834.5,7261.35,3737.75,5361.75,9474.55,1152.75,2162.05,1249.85,2048.1,7765.3,6725.95,3449.15,8979.15
Loc100360508,17846.3,19620.5,17301.4,20994.1,18633.5,21670.2,26023,21596.3,20858.3,23232.1,18530.8,21446.1,23098.7,32136.7,28192.5,25346.8,20010.8,21308.4,19980.2,22663.6,33483.5,30425.1,30672.3,29035.8
Loc100360573,14163.1,12808.6,13379.9,14717,15044.7,15788.2,17837.2,15572.7,10336,15241,12661.4,13411.9,16107.6,17021.9,20886,19071.9,12873.4,12521.1,11912.3,12387.9,18633.7,19938.1,20987.4,20073.9
Loc100360604,6053.4,5714.7,5108.9,6459,5473.5,8893.8,8672.8,6918.8,7686.1,6475.3,6984.9,6186.5,8913.3,7715,9795.9,6454.1,6275.4,6250.7,5198.6,5836.8,8632.3,10499.9,9844,9374
Loc100360645,35230.7,38544.1,30852.4,32690,36027.8,33778.1,40357.9,35208.8,51538.3,37569.8,43114.6,46417.5,38864.8,58440,54158.4,38042.9,41333.8,48162.2,39568.5,46128.7,43121.8,38220.9,40804.5,41817
Loc100360647,16246.9,18061.9,11486.3,16016.7,16396.3,18035.8,19352.9,17852.1,20110.7,17529.1,12073,15780.2,17670.1,23809.6,15919.6,15132.5,17729.2,19093.4,17505.4,20018.2,25964,23849.3,23406.3,22860.5
Loc100360654,12453,10784.4,12169.4,16490.8,10452.9,17755.2,19701.4,17940.6,13291,14976.1,15808.5,16511.7,17928,17332.4,20730.6,15682.4,13553.9,13941.6,12610,13713.1,19745,19131.2,14456.1,16302.9
Loc100360679,34297.1,34174.6,34193.7,34496.6,32796,32577.8,37784.9,34813.3,34951.1,33996.1,25998.4,32659.3,37287.4,40405.5,41099.5,43686.2,31081,36623.4,30052,32434.7,48741,40458.2,42373.2,45619.5
Loc100360781,12453,10784.4,12169.4,16490.8,10452.9,17755.2,19701.4,17940.6,13291,14976.1,15808.5,16511.7,17928,17332.4,20730.6,15682.4,13553.9,13941.6,12610,13713.1,19745,19131.2,14456.1,16302.9
Loc100360791,19026.3,36127.4,38231.7,39296.9,37715.7,35339.2,38280.1,37803.9,22496.8,38055.2,55724.2,42954.2,39646.8,43199.3,65836.4,51402.8,37094,41855.3,35288.1,37742.7,44357.6,42737.6,39915.3,49680.6
Loc100360841,12453,10784.4,12169.4,16490.8,10452.9,17755.2,19701.4,17940.6,13291,14976.1,15808.5,16511.7,17928,17332.4,20730.6,15682.4,13553.9,13941.6,12610,13713.1,19745,19131.2,14456.1,16302.9
Loc100360843,12598.3,13291.2,9922.8,13618.8,15180.5,16471,17600.8,14063.6,15584.8,15232.6,11140.6,13455.7,18490.8,18324.1,18673,15130.6,15478.3,13855.8,12776.1,14862.4,25177.1,24285.4,23402.6,22579.2
Loc100360846,3165.7,3786.6,3088.15,3005.15,3172.55,2606.4,3014.3,2731.5,4118.5,4005.1,2520.7,4448.8,3881.95,4004.3,2608.65,4426.9,3109,3820.2,3148.95,3415.1,3135.45,3608.25,3403.95,3314.5
Loc100360977,13775.025,18253.1,14144.625,14867.025,13367.4,13139.5,14950.425,12890.475,15775.125,15399.6,13772.975,17442.75,16249,15406.9,16990.7,18002.5,13156.725,13409.25,14192.175,15465.375,14161.75,15696.85,12053.4,15105.5
Loc100361008,54544.1,61368.3,54885.9,52086.5,52689.5,48615.2,46132.2,48018,61217.4,55810.5,73052.5,60029.8,46964.2,45830.1,67678.1,59134.5,51125.1,53919.7,47182.6,55029,36592.8,44660,49272.5,49726.4
Loc100361025,1905.8,2066.8,1965.3,2032.2,2094,2138.7,2597.7,1983.6,2727.2,2157.6,1771,1905.2,2192.4,3013.2,2145,2000.3,1051.4,1065.5,998.4,1160.4,1386.9,1160.5,1356.8,1272
Loc100361067,4938.1,5254.6,4721.4,4404,4512.9,5411.6,4394.8,5103.7,5099.7,4951.4,5591.7,6158.7,5040.3,4690.9,3889.2,6520.3,3937.2,4284.3,3733.9,3860.3,3052.3,3940.9,3993.7,4028.1
Loc100361103,6053.4,5714.7,5108.9,6459,5473.5,8893.8,8672.8,6918.8,7686.1,6475.3,6984.9,6186.5,8913.3,7715,9795.9,6454.1,6275.4,6250.7,5198.6,5836.8,8632.3,10499.9,9844,9374
Loc100361143,5537.4,5813.4,6046.5,7376.2,5551.6,7201.9,9089.1,8094,7238.1,6648.2,9088.1,6340.3,8094.5,8344.3,9883.3,6872.3,7920.3,7410.1,6495.3,6732.3,8758.9,10548.3,9230.5,7552.2
Loc100361180,16343.2,18177.4,18045.7,19891.4,14768.6,24443,21104.3,20773.8,14632.9,18042.5,18605.4,21636.7,21510.6,18181,29924.3,19929.6,16301.6,17305.9,15387,16777.7,24609.8,22170.1,20211.2,19552.3
Loc100361259,6393.4,7086.2,6811.9,7135.1,6787.3,7125.1,9269.7,7135,6963.9,7219.5,6254.8,6827.9,6929.8,4888.7,6872.3,7260.1,6852.6,6544.5,7127.6,5470.8,10017.9,9449.6,9251.3,8857.3
Loc100361311,15760.65,15157.8,13623.65,17386.1,15360.65,20229.35,23135.2,18505.8,17025.4,18748.8,10744.65,15080,21597.3,20271.15,21379.2,20010.75,16335.95,16677.75,14723.8,17972.7,29124.6,29291.1,22080.35,26140.8
Loc100361385,48985.2,49329.3,48657.55,47330.7,50156.6,47654.1,53670.5,45264.6,55029.75,51800.1,65454.9,53628.7,51926.55,61426.45,84772.35,59527.25,53275.65,64702.9,47066.35,55435.25,61905.4,55692.9,54750.35,65361.6
Loc100361392,5618.2,7681.8,4396.7,7181.4,4993.2,5433.5,10044.7,5028.4,6102.8,9084,5292,6608.8,5961,7617.5,4144.6,5637.3,6618.6,7297.5,7295.5,7944.8,6231.9,5830.2,5855.3,5956.2
Loc100361445,48985.2,49329.3,48657.55,47330.7,50156.6,47654.1,53670.5,45264.6,55029.75,51800.1,65454.9,53628.7,51926.55,61426.45,84772.35,59527.25,53275.65,64702.9,47066.35,55435.25,61905.4,55692.9,54750.35,65361.6
Loc100361457,35083.35,47611.65,35949.5,39627,39439.85,38129.45,34113.25,31210,38826.3,37263.3,30572.2,33682.7,33908.05,28572.7,26626.9,27547.8,32040.45,34457.7,33128,34744.1,28757.9,24282.95,36212.15,24111.5
Loc100361473,8862,8259.4,8364.8,9012.8,8016.8,9148.3,15123.2,8959,8050.8,10565.4,10596,10945.9,11635.7,12245.7,11594,11820.1,9335.3,8272.5,7858.2,8533,10944.1,11902.3,10013.3,13041.9
Loc100361537,475.2,535.2,365.4,428.7,328.4,479.9,479,470.7,618.1,421.6,353.4,417.2,464.2,464.6,427.7,324.1,341.1,496.5,472.5,593.9,734.1,437.4,326.8,521.8
Loc100361543,4380.6,3846.6,4324.9,4706.2,2854.7,3306.8,3142.5,3143.8,3593.7,3214.2,2911.5,3824.4,3022.5,2367,1453.3,3791.9,4848.8,3912.7,4881.6,5035.6,3614,2986.6,1955.6,3311.8
Loc100361547,54.7,44.3666666666667,28.0333333333333,29.6666666666667,134.266666666667,54.2333333333333,27.2333333333333,46.6,28.3,52.8,121.766666666667,72.2666666666667,35.0666666666667,46.3666666666667,75.2,44.3333333333333,30.0666666666667,45.2,72.3333333333333,113.4,66.9333333333333,49.5666666666667,97,70.3666666666667
Loc100361558,4347.6,5807.2,5588.3,4407.9,4812.7,4598.4,4468.3,4160.9,2487,4133.9,2663.4,5462.8,3248.4,2253.8,2575.4,3928.5,3026.5,2804.2,2597.4,2625.5,3252.4,2806.3,3166.3,3475.7
Loc100361596,5618.2,7681.8,4396.7,7181.4,4993.2,5433.5,10044.7,5028.4,6102.8,9084,5292,6608.8,5961,7617.5,4144.6,5637.3,6618.6,7297.5,7295.5,7944.8,6231.9,5830.2,5855.3,5956.2
Loc100361620,5618.2,7681.8,4396.7,7181.4,4993.2,5433.5,10044.7,5028.4,6102.8,9084,5292,6608.8,5961,7617.5,4144.6,5637.3,6618.6,7297.5,7295.5,7944.8,6231.9,5830.2,5855.3,5956.2
Loc100361661,12321,12440.6,12070.3,13499.4,10344.3,15344.2,15005.4,16101.3,8437.3,13460.5,19849.8,14425.9,15690.7,9706.8,24029.7,11894.2,14572.5,13867,13118.7,13332.7,14579.6,15611.3,14811,13376.8
Loc100361706,28,28.3,23.5,9.7,44.5,17.1,7.1,14.7,38.1,10.6,49.6,25.5,25.2,40.2,15.1,12.8,25.6,21,35.2,26.6,14.4,22.5,71.8,25.8
Loc100361756,17846.3,19620.5,17301.4,20994.1,18633.5,21670.2,26023,21596.3,20858.3,23232.1,18530.8,21446.1,23098.7,32136.7,28192.5,25346.8,20010.8,21308.4,19980.2,22663.6,33483.5,30425.1,30672.3,29035.8
Loc100361811,9991.25,9047.45,10870.85,11857.85,10231.4,13826.25,13403.05,12642.75,12650.1,11800.95,13344.45,11659.25,14112.75,14228.65,16418.35,12299.35,10746.9,10365.9,8954.4,9748.3,14020.65,15373.85,13726.75,14256.5
Loc100361833,23193.4,24903.3,21439.4,24037.3,19649.3,22871.4,25946.1,22019.6,23898.5,24814.4,16790.2,17982.5,20334.1,25175.3,21027.3,23374.4,24521.6,27810.3,25555.5,28059.9,31350.9,27931.6,24545.7,30937.3
Loc100361854,17846.3,19620.5,17301.4,20994.1,18633.5,21670.2,26023,21596.3,20858.3,23232.1,18530.8,21446.1,23098.7,32136.7,28192.5,25346.8,20010.8,21308.4,19980.2,22663.6,33483.5,30425.1,30672.3,29035.8
Loc100361866,431.1,496.4,486.4,346.7,556.7,373.3,299.1,325.8,724.7,436.9,587.5,473.8,428.2,662.1,401.7,313.1,587.7,514.9,579.6,513.8,616,519.2,654.3,476.5
Loc100361876,48985.2,49329.3,48657.55,47330.7,50156.6,47654.1,53670.5,45264.6,55029.75,51800.1,65454.9,53628.7,51926.55,61426.45,84772.35,59527.25,53275.65,64702.9,47066.35,55435.25,61905.4,55692.9,54750.35,65361.6
Loc100361920,6727.4,8423,9279.7,7659,7174.7,9142.8,8825.6,7788.1,6558.7,8687.9,8117.8,9509.5,10698.1,9064.8,10175.8,8029.9,10001.3,10399.5,9897.1,8909.4,8837.9,8401.3,10106.4,8434.8
Loc100361934,30771.4,31450.5,25568.6,28158.8,28779.4,24280.3,27108.5,26605,39555.6,34082.6,38741,36107.8,28860.4,37828.3,35225.6,34974.1,35867.4,29707.8,32863.4,37682.1,30929.9,28394,29692.3,35294.4
Loc100362027,5537.4,5813.4,6046.5,7376.2,5551.6,7201.9,9089.1,8094,7238.1,6648.2,9088.1,6340.3,8094.5,8344.3,9883.3,6872.3,7920.3,7410.1,6495.3,6732.3,8758.9,10548.3,9230.5,7552.2
Loc100362049,8862,8259.4,8364.8,9012.8,8016.8,9148.3,15123.2,8959,8050.8,10565.4,10596,10945.9,11635.7,12245.7,11594,11820.1,9335.3,8272.5,7858.2,8533,10944.1,11902.3,10013.3,13041.9
Loc100362069,17039.6,18773.3,15095.5,19295.3,15516,20455.8,14438.2,18837,17228.8,18670.6,11590.3,16549.2,18936.9,20494.3,19080.7,18840.5,19092,21408.1,18228.4,21276.2,31362.4,27353.5,22626.1,24572.8
Loc100362110,4289.85,3528.45,4889.15,4784.15,4323.8,4990.8,4889.85,4326.65,4025.05,2244.8,7186.7,3261.15,5171.85,4073.25,6657.2,4749.35,1548.7,1668.15,1034.65,1524.55,1810.7,2208.5,2247.45,2881.1
Loc100362237,8862,8259.4,8364.8,9012.8,8016.8,9148.3,15123.2,8959,8050.8,10565.4,10596,10945.9,11635.7,12245.7,11594,11820.1,9335.3,8272.5,7858.2,8533,10944.1,11902.3,10013.3,13041.9
Loc100362298,34297.1,34174.6,34193.7,34496.6,32796,32577.8,37784.9,34813.3,34951.1,33996.1,25998.4,32659.3,37287.4,40405.5,41099.5,43686.2,31081,36623.4,30052,32434.7,48741,40458.2,42373.2,45619.5
Loc100362333,918.6,802.95,984.2,1060.2,934.7,1120.95,1006.45,998,985.6,905.7,1015.55,1035.35,944.5,911.2,1046.1,1030.55,1031.3,986.35,1036.1,1070.4,1149.1,1225.05,900.7,1168.25
Loc100362338,8862,8259.4,8364.8,9012.8,8016.8,9148.3,15123.2,8959,8050.8,10565.4,10596,10945.9,11635.7,12245.7,11594,11820.1,9335.3,8272.5,7858.2,8533,10944.1,11902.3,10013.3,13041.9
Loc100362339,12598.3,13291.2,9922.8,13618.8,15180.5,16471,17600.8,14063.6,15584.8,15232.6,11140.6,13455.7,18490.8,18324.1,18673,15130.6,15478.3,13855.8,12776.1,14862.4,25177.1,24285.4,23402.6,22579.2
Loc100362366,16343.2,18177.4,18045.7,19891.4,14768.6,24443,21104.3,20773.8,14632.9,18042.5,18605.4,21636.7,21510.6,18181,29924.3,19929.6,16301.6,17305.9,15387,16777.7,24609.8,22170.1,20211.2,19552.3
Loc100362384,5967.95,5780.1,5727.9,5567.9,5672.2,6470.75,6244.05,9191.9,5373.3,6608.35,4089.5,5955.85,7079.75,7716.8,5397.75,5842.8,6617.35,6160.45,6822.65,7114.35,9041.85,7359.55,10031.7,7293.1
Loc100362409,37,72.5,18.4,35.5,82.1,47.4,10.5,63.6,33.6,85.5,18.9,119.8,13.3,39.8,27.3,47,40.4,48.3,121.4,29.1,118.8,57.1,128.6,24.5
Loc100362432,8892,8692.8,8787,9496.3,7284.7,7948,8001.6,8289,9134.8,10126.7,9443.5,8547.3,7844.3,8509.8,7643.2,9302.1,9230.1,8446.5,8564.8,8720.6,7371.5,7750.9,6726.9,7540.5
Loc100362453,6867.15,5909.25,6583.3,5824.4,6877.75,6073.75,6959.75,6268.8,4962.3,6726.45,6925.9,6709.8,6783.55,5858.9,6201.1,7587.95,5729.7,5332.45,5347.5,5116,5100.05,6276.45,6397.9,7333.55
Loc100362479,9873.1,9750.5,9909.9,10245.7,11073.6,9993.6,13180.9,11775,7936.5,9745.5,7792,9814.2,11151.1,9537.6,11041.9,12734.6,8245.2,8262.9,8138.5,7759.6,13490.7,13804.1,13231.5,12897.8
Loc100362550,9991.25,9047.45,10870.85,11857.85,10231.4,13826.25,13403.05,12642.75,12650.1,11800.95,13344.45,11659.25,14112.75,14228.65,16418.35,12299.35,10746.9,10365.9,8954.4,9748.3,14020.65,15373.85,13726.75,14256.5
Loc100362572,29.85,52.75,38.95,35.7,82.2,37,37.85,31.65,34.05,27.45,30.7,20.85,27.15,47.3,27.6,29.1,63.4,43.3,67.2,76.8,31.1,25.05,54.85,38.7
Loc100362751,25395.6,26533.1,20489.8,27350.1,23004.9,29974.3,28293.8,27713,24313.3,23430.9,18388.6,24624.4,29107.6,29806.2,30379.2,27350.7,24093.7,27604.9,23265.5,27286.7,36312.1,34028.3,32622.2,33556.6
Loc100362779,6053.4,5714.7,5108.9,6459,5473.5,8893.8,8672.8,6918.8,7686.1,6475.3,6984.9,6186.5,8913.3,7715,9795.9,6454.1,6275.4,6250.7,5198.6,5836.8,8632.3,10499.9,9844,9374
